tiempo,temp1,temp2,temp3,temp4,temp5,temp6
316.6,160.7,268.7,323.9,411.2,452.6,488.1
316.8,160.6,268.6,323.8,411,452.5,487.9
317,160.6,268.6,323.5,410.6,452.2,487.7
317.2,160.6,268.5,323.5,410.6,452,487.4
317.4,160.5,268.4,323.4,410.6,451.9,487.3
317.6,160.4,268.3,323.3,410.3,451.7,487
317.8,160.3,268.2,323.1,410.1,451.4,487
318,160.4,268,323.1,409.9,451.4,486.8
318.2,160.2,267.9,322.9,409.8,451.1,486.5
318.4,160.2,267.8,322.6,409.7,451,486.4
318.6,160.1,267.6,322.6,409.4,450.9,486.2
318.8,159.9,267.6,322.5,409.4,450.7,486
319,159.9,267.4,322.3,409.2,450.4,485.8
319.2,159.8,267.3,322.1,409,450.3,485.4
319.4,159.8,267.1,321.9,408.7,450.1,485.4
319.6,159.8,267.1,321.7,408.6,449.9,485.2
319.8,159.6,266.9,321.7,408.5,449.6,485
320,159.7,266.8,321.5,408.3,449.5,484.8
320.2,159.5,266.8,321.3,408.1,449.4,484.6
320.4,159.5,266.7,321.2,408,449.2,484.5
320.6,159.4,266.5,321.1,407.8,448.9,484.2
320.8,159.2,266.5,321,407.5,448.8,484
321,159.2,266.3,320.8,407.5,448.7,483.8
321.2,159.1,266.3,320.6,407.3,448.5,483.8
321.4,159.1,266.1,320.6,407.1,448.3,483.4
321.6,159.1,266,320.4,406.9,448.1,483.2
321.8,159,266,320.3,406.7,448,483.3
322,158.9,265.7,320,406.6,447.6,482.9
322.2,158.8,265.6,320,406.5,447.6,482.7
322.4,158.7,265.5,319.9,406.2,447.5,482.5
322.6,158.7,265.4,319.7,406.1,447.2,482.1
322.8,158.7,265.2,319.6,405.9,447,482
323,158.7,265.2,319.3,405.6,446.8,481.8
323.2,158.6,265,319.3,405.5,446.6,481.7
323.4,158.5,264.9,319.2,405.3,446.6,481.5
323.6,158.4,264.7,319.1,405.2,446.2,481.2
323.8,158.3,264.7,319,405.1,446.2,481.1
324,158.3,264.6,318.7,404.9,445.9,481
324.2,158.2,264.4,318.7,404.7,445.6,480.7
324.4,158.1,264.4,318.5,404.6,445.4,480.5
324.6,158.2,264.2,318.3,404.4,445.4,480.4
324.8,157.9,264.2,318.2,404.1,445.1,480.1
325,158,264,318.1,404.1,445.1,480
325.2,158,263.9,318,404,444.9,479.8
325.4,157.7,263.6,317.8,403.7,444.7,479.5
325.6,157.6,263.6,317.7,403.6,444.6,479.5
325.8,157.7,263.5,317.6,403.4,444.3,479.2
326,157.7,263.3,317.3,403.2,444.1,479
326.2,157.7,263.4,317.3,403.1,444.1,478.8
326.4,157.5,263.1,317.2,402.9,443.8,478.5
326.6,157.6,263.1,317,402.6,443.7,478.5
326.8,157.3,262.9,316.8,402.6,443.5,478.1
327,157.4,262.8,316.7,402.4,443.2,478
