grado_celcius,grado_fahrenheit,grado_kelvin
57360,103280,57633.15
57365,103289,57638.15
57370,103298,57643.15
57375,103307,57648.15
57380,103316,57653.15
57385,103325,57658.15
57390,103334,57663.15
57395,103343,57668.15
57400,103352,57673.15
57405,103361,57678.15
57410,103370,57683.15
57415,103379,57688.15
57420,103388,57693.15
57425,103397,57698.15
57430,103406,57703.15
57435,103415,57708.15
57440,103424,57713.15
57445,103433,57718.15
57450,103442,57723.15
57455,103451,57728.15
57460,103460,57733.15
57465,103469,57738.15
57470,103478,57743.15
57475,103487,57748.15
57480,103496,57753.15
57485,103505,57758.15
57490,103514,57763.15
57495,103523,57768.15
57500,103532,57773.15
57505,103541,57778.15
57510,103550,57783.15
57515,103559,57788.15
57520,103568,57793.15
57525,103577,57798.15
57530,103586,57803.15
57535,103595,57808.15
57540,103604,57813.15
57545,103613,57818.15
57550,103622,57823.15
57555,103631,57828.15
57560,103640,57833.15
57565,103649,57838.15
57570,103658,57843.15
57575,103667,57848.15
57580,103676,57853.15
57585,103685,57858.15
57590,103694,57863.15
57595,103703,57868.15
57600,103712,57873.15
57605,103721,57878.15
57610,103730,57883.15
57615,103739,57888.15
57620,103748,57893.15
57625,103757,57898.15
57630,103766,57903.15
57635,103775,57908.15
57640,103784,57913.15
57645,103793,57918.15
57650,103802,57923.15
57655,103811,57928.15
57660,103820,57933.15
57665,103829,57938.15
57670,103838,57943.15
57675,103847,57948.15
57680,103856,57953.15
57685,103865,57958.15
57690,103874,57963.15
57695,103883,57968.15
57700,103892,57973.15
57705,103901,57978.15
57710,103910,57983.15
57715,103919,57988.15
57720,103928,57993.15
57725,103937,57998.15
57730,103946,58003.15
57735,103955,58008.15
57740,103964,58013.15
57745,103973,58018.15
57750,103982,58023.15
57755,103991,58028.15
57760,104000,58033.15
57765,104009,58038.15
57770,104018,58043.15
57775,104027,58048.15
57780,104036,58053.15
57785,104045,58058.15
57790,104054,58063.15
57795,104063,58068.15
57800,104072,58073.15
57805,104081,58078.15
57810,104090,58083.15
57815,104099,58088.15
57820,104108,58093.15
57825,104117,58098.15
57830,104126,58103.15
57835,104135,58108.15
57840,104144,58113.15
57845,104153,58118.15
57850,104162,58123.15
57855,104171,58128.15
57860,104180,58133.15
57865,104189,58138.15
57870,104198,58143.15
57875,104207,58148.15
57880,104216,58153.15
57885,104225,58158.15
57890,104234,58163.15
57895,104243,58168.15
57900,104252,58173.15
57905,104261,58178.15
57910,104270,58183.15
57915,104279,58188.15
57920,104288,58193.15
57925,104297,58198.15
57930,104306,58203.15
57935,104315,58208.15
57940,104324,58213.15
57945,104333,58218.15
57950,104342,58223.15
57955,104351,58228.15
57960,104360,58233.15
57965,104369,58238.15
57970,104378,58243.15
57975,104387,58248.15
57980,104396,58253.15
57985,104405,58258.15
57990,104414,58263.15
57995,104423,58268.15
58000,104432,58273.15
58005,104441,58278.15
58010,104450,58283.15
58015,104459,58288.15
58020,104468,58293.15
58025,104477,58298.15
58030,104486,58303.15
58035,104495,58308.15
58040,104504,58313.15
58045,104513,58318.15
58050,104522,58323.15
58055,104531,58328.15
58060,104540,58333.15
58065,104549,58338.15
58070,104558,58343.15
58075,104567,58348.15
58080,104576,58353.15
58085,104585,58358.15
58090,104594,58363.15
58095,104603,58368.15
58100,104612,58373.15
58105,104621,58378.15
58110,104630,58383.15
58115,104639,58388.15
58120,104648,58393.15
58125,104657,58398.15
58130,104666,58403.15
58135,104675,58408.15
58140,104684,58413.15
58145,104693,58418.15
58150,104702,58423.15
58155,104711,58428.15
58160,104720,58433.15
58165,104729,58438.15
58170,104738,58443.15
58175,104747,58448.15
58180,104756,58453.15
58185,104765,58458.15
58190,104774,58463.15
58195,104783,58468.15
58200,104792,58473.15
58205,104801,58478.15
58210,104810,58483.15
58215,104819,58488.15
58220,104828,58493.15
58225,104837,58498.15
58230,104846,58503.15
58235,104855,58508.15
58240,104864,58513.15
58245,104873,58518.15
58250,104882,58523.15
58255,104891,58528.15
58260,104900,58533.15
58265,104909,58538.15
58270,104918,58543.15
58275,104927,58548.15
58280,104936,58553.15
58285,104945,58558.15
58290,104954,58563.15
58295,104963,58568.15
58300,104972,58573.15
58305,104981,58578.15
58310,104990,58583.15
58315,104999,58588.15
58320,105008,58593.15
58325,105017,58598.15
58330,105026,58603.15
58335,105035,58608.15
58340,105044,58613.15
58345,105053,58618.15
58350,105062,58623.15
58355,105071,58628.15
58360,105080,58633.15
58365,105089,58638.15
58370,105098,58643.15
58375,105107,58648.15
58380,105116,58653.15
58385,105125,58658.15
58390,105134,58663.15
58395,105143,58668.15
58400,105152,58673.15
58405,105161,58678.15
58410,105170,58683.15
58415,105179,58688.15
58420,105188,58693.15
58425,105197,58698.15
58430,105206,58703.15
58435,105215,58708.15
58440,105224,58713.15
58445,105233,58718.15
58450,105242,58723.15
58455,105251,58728.15
58460,105260,58733.15
58465,105269,58738.15
58470,105278,58743.15
58475,105287,58748.15
58480,105296,58753.15
58485,105305,58758.15
58490,105314,58763.15
58495,105323,58768.15
58500,105332,58773.15
58505,105341,58778.15
58510,105350,58783.15
58515,105359,58788.15
58520,105368,58793.15
58525,105377,58798.15
58530,105386,58803.15
58535,105395,58808.15
58540,105404,58813.15
58545,105413,58818.15
58550,105422,58823.15
58555,105431,58828.15
58560,105440,58833.15
58565,105449,58838.15
58570,105458,58843.15
58575,105467,58848.15
58580,105476,58853.15
58585,105485,58858.15
58590,105494,58863.15
58595,105503,58868.15
58600,105512,58873.15
58605,105521,58878.15
58610,105530,58883.15
58615,105539,58888.15
58620,105548,58893.15
58625,105557,58898.15
58630,105566,58903.15
58635,105575,58908.15
58640,105584,58913.15
58645,105593,58918.15
58650,105602,58923.15
58655,105611,58928.15
58660,105620,58933.15
58665,105629,58938.15
58670,105638,58943.15
58675,105647,58948.15
58680,105656,58953.15
58685,105665,58958.15
58690,105674,58963.15
58695,105683,58968.15
58700,105692,58973.15
58705,105701,58978.15
58710,105710,58983.15
58715,105719,58988.15
58720,105728,58993.15
58725,105737,58998.15
58730,105746,59003.15
58735,105755,59008.15
58740,105764,59013.15
58745,105773,59018.15
58750,105782,59023.15
58755,105791,59028.15
58760,105800,59033.15
58765,105809,59038.15
58770,105818,59043.15
58775,105827,59048.15
58780,105836,59053.15
58785,105845,59058.15
58790,105854,59063.15
58795,105863,59068.15
58800,105872,59073.15
58805,105881,59078.15
58810,105890,59083.15
58815,105899,59088.15
58820,105908,59093.15
58825,105917,59098.15
58830,105926,59103.15
58835,105935,59108.15
58840,105944,59113.15
58845,105953,59118.15
58850,105962,59123.15
58855,105971,59128.15
58860,105980,59133.15
58865,105989,59138.15
58870,105998,59143.15
58875,106007,59148.15
58880,106016,59153.15
58885,106025,59158.15
58890,106034,59163.15
58895,106043,59168.15
58900,106052,59173.15
58905,106061,59178.15
58910,106070,59183.15
58915,106079,59188.15
58920,106088,59193.15
58925,106097,59198.15
58930,106106,59203.15
58935,106115,59208.15
58940,106124,59213.15
58945,106133,59218.15
58950,106142,59223.15
58955,106151,59228.15
58960,106160,59233.15
58965,106169,59238.15
58970,106178,59243.15
58975,106187,59248.15
58980,106196,59253.15
58985,106205,59258.15
58990,106214,59263.15
58995,106223,59268.15
59000,106232,59273.15
59005,106241,59278.15
59010,106250,59283.15
59015,106259,59288.15
59020,106268,59293.15
59025,106277,59298.15
59030,106286,59303.15
59035,106295,59308.15
59040,106304,59313.15
59045,106313,59318.15
59050,106322,59323.15
59055,106331,59328.15
59060,106340,59333.15
59065,106349,59338.15
59070,106358,59343.15
59075,106367,59348.15
59080,106376,59353.15
59085,106385,59358.15
59090,106394,59363.15
59095,106403,59368.15
59100,106412,59373.15
59105,106421,59378.15
59110,106430,59383.15
59115,106439,59388.15
59120,106448,59393.15
59125,106457,59398.15
59130,106466,59403.15
59135,106475,59408.15
59140,106484,59413.15
59145,106493,59418.15
59150,106502,59423.15
59155,106511,59428.15
59160,106520,59433.15
59165,106529,59438.15
59170,106538,59443.15
59175,106547,59448.15
59180,106556,59453.15
59185,106565,59458.15
59190,106574,59463.15
59195,106583,59468.15
59200,106592,59473.15
59205,106601,59478.15
59210,106610,59483.15
59215,106619,59488.15
59220,106628,59493.15
59225,106637,59498.15
59230,106646,59503.15
59235,106655,59508.15
59240,106664,59513.15
59245,106673,59518.15
59250,106682,59523.15
59255,106691,59528.15
59260,106700,59533.15
59265,106709,59538.15
59270,106718,59543.15
59275,106727,59548.15
59280,106736,59553.15
59285,106745,59558.15
59290,106754,59563.15
59295,106763,59568.15
59300,106772,59573.15
59305,106781,59578.15
59310,106790,59583.15
59315,106799,59588.15
59320,106808,59593.15
59325,106817,59598.15
59330,106826,59603.15
59335,106835,59608.15
59340,106844,59613.15
59345,106853,59618.15
59350,106862,59623.15
59355,106871,59628.15
59360,106880,59633.15
59365,106889,59638.15
59370,106898,59643.15
59375,106907,59648.15
59380,106916,59653.15
59385,106925,59658.15
59390,106934,59663.15
59395,106943,59668.15
59400,106952,59673.15
59405,106961,59678.15
59410,106970,59683.15
59415,106979,59688.15
59420,106988,59693.15
59425,106997,59698.15
59430,107006,59703.15
59435,107015,59708.15
59440,107024,59713.15
59445,107033,59718.15
59450,107042,59723.15
59455,107051,59728.15
59460,107060,59733.15
59465,107069,59738.15
59470,107078,59743.15
59475,107087,59748.15
59480,107096,59753.15
59485,107105,59758.15
59490,107114,59763.15
59495,107123,59768.15
59500,107132,59773.15
59505,107141,59778.15
59510,107150,59783.15
59515,107159,59788.15
59520,107168,59793.15
59525,107177,59798.15
59530,107186,59803.15
59535,107195,59808.15
59540,107204,59813.15
59545,107213,59818.15
59550,107222,59823.15
59555,107231,59828.15
59560,107240,59833.15
59565,107249,59838.15
59570,107258,59843.15
59575,107267,59848.15
59580,107276,59853.15
59585,107285,59858.15
59590,107294,59863.15
59595,107303,59868.15
59600,107312,59873.15
59605,107321,59878.15
59610,107330,59883.15
59615,107339,59888.15
59620,107348,59893.15
59625,107357,59898.15
59630,107366,59903.15
59635,107375,59908.15
59640,107384,59913.15
59645,107393,59918.15
59650,107402,59923.15
59655,107411,59928.15
59660,107420,59933.15
59665,107429,59938.15
59670,107438,59943.15
59675,107447,59948.15
59680,107456,59953.15
59685,107465,59958.15
59690,107474,59963.15
59695,107483,59968.15
59700,107492,59973.15
59705,107501,59978.15
59710,107510,59983.15
59715,107519,59988.15
59720,107528,59993.15
59725,107537,59998.15
59730,107546,60003.15
59735,107555,60008.15
59740,107564,60013.15
59745,107573,60018.15
59750,107582,60023.15
59755,107591,60028.15
59760,107600,60033.15
59765,107609,60038.15
59770,107618,60043.15
59775,107627,60048.15
59780,107636,60053.15
59785,107645,60058.15
59790,107654,60063.15
59795,107663,60068.15
59800,107672,60073.15
59805,107681,60078.15
59810,107690,60083.15
59815,107699,60088.15
59820,107708,60093.15
59825,107717,60098.15
59830,107726,60103.15
59835,107735,60108.15
59840,107744,60113.15
59845,107753,60118.15
59850,107762,60123.15
59855,107771,60128.15
59860,107780,60133.15
59865,107789,60138.15
59870,107798,60143.15
59875,107807,60148.15
59880,107816,60153.15
59885,107825,60158.15
59890,107834,60163.15
59895,107843,60168.15
59900,107852,60173.15
59905,107861,60178.15
59910,107870,60183.15
59915,107879,60188.15
59920,107888,60193.15
59925,107897,60198.15
59930,107906,60203.15
59935,107915,60208.15
59940,107924,60213.15
59945,107933,60218.15
59950,107942,60223.15
59955,107951,60228.15
59960,107960,60233.15
59965,107969,60238.15
59970,107978,60243.15
59975,107987,60248.15
59980,107996,60253.15
59985,108005,60258.15
59990,108014,60263.15
59995,108023,60268.15
60000,108032,60273.15
60005,108041,60278.15
60010,108050,60283.15
60015,108059,60288.15
60020,108068,60293.15
60025,108077,60298.15
60030,108086,60303.15
60035,108095,60308.15
60040,108104,60313.15
60045,108113,60318.15
60050,108122,60323.15
60055,108131,60328.15
60060,108140,60333.15
60065,108149,60338.15
60070,108158,60343.15
60075,108167,60348.15
60080,108176,60353.15
60085,108185,60358.15
60090,108194,60363.15
60095,108203,60368.15
60100,108212,60373.15
60105,108221,60378.15
60110,108230,60383.15
60115,108239,60388.15
60120,108248,60393.15
60125,108257,60398.15
60130,108266,60403.15
60135,108275,60408.15
60140,108284,60413.15
60145,108293,60418.15
60150,108302,60423.15
60155,108311,60428.15
60160,108320,60433.15
60165,108329,60438.15
60170,108338,60443.15
60175,108347,60448.15
60180,108356,60453.15
60185,108365,60458.15
60190,108374,60463.15
60195,108383,60468.15
60200,108392,60473.15
60205,108401,60478.15
60210,108410,60483.15
60215,108419,60488.15
60220,108428,60493.15
60225,108437,60498.15
60230,108446,60503.15
60235,108455,60508.15
60240,108464,60513.15
60245,108473,60518.15
60250,108482,60523.15
60255,108491,60528.15
60260,108500,60533.15
60265,108509,60538.15
60270,108518,60543.15
60275,108527,60548.15
60280,108536,60553.15
60285,108545,60558.15
60290,108554,60563.15
60295,108563,60568.15
60300,108572,60573.15
60305,108581,60578.15
60310,108590,60583.15
60315,108599,60588.15
60320,108608,60593.15
60325,108617,60598.15
60330,108626,60603.15
60335,108635,60608.15
60340,108644,60613.15
60345,108653,60618.15
60350,108662,60623.15
60355,108671,60628.15
60360,108680,60633.15
60365,108689,60638.15
60370,108698,60643.15
60375,108707,60648.15
60380,108716,60653.15
60385,108725,60658.15
60390,108734,60663.15
60395,108743,60668.15
60400,108752,60673.15
60405,108761,60678.15
60410,108770,60683.15
60415,108779,60688.15
60420,108788,60693.15
60425,108797,60698.15
60430,108806,60703.15
60435,108815,60708.15
60440,108824,60713.15
60445,108833,60718.15
60450,108842,60723.15
60455,108851,60728.15
60460,108860,60733.15
60465,108869,60738.15
60470,108878,60743.15
60475,108887,60748.15
60480,108896,60753.15
60485,108905,60758.15
60490,108914,60763.15
60495,108923,60768.15
60500,108932,60773.15
60505,108941,60778.15
60510,108950,60783.15
60515,108959,60788.15
60520,108968,60793.15
60525,108977,60798.15
60530,108986,60803.15
60535,108995,60808.15
60540,109004,60813.15
60545,109013,60818.15
60550,109022,60823.15
60555,109031,60828.15
60560,109040,60833.15
60565,109049,60838.15
60570,109058,60843.15
60575,109067,60848.15
60580,109076,60853.15
60585,109085,60858.15
60590,109094,60863.15
60595,109103,60868.15
60600,109112,60873.15
60605,109121,60878.15
60610,109130,60883.15
60615,109139,60888.15
60620,109148,60893.15
60625,109157,60898.15
60630,109166,60903.15
60635,109175,60908.15
60640,109184,60913.15
60645,109193,60918.15
60650,109202,60923.15
60655,109211,60928.15
60660,109220,60933.15
60665,109229,60938.15
60670,109238,60943.15
60675,109247,60948.15
60680,109256,60953.15
60685,109265,60958.15
60690,109274,60963.15
60695,109283,60968.15
60700,109292,60973.15
60705,109301,60978.15
60710,109310,60983.15
60715,109319,60988.15
60720,109328,60993.15
60725,109337,60998.15
60730,109346,61003.15
60735,109355,61008.15
60740,109364,61013.15
60745,109373,61018.15
60750,109382,61023.15
60755,109391,61028.15
60760,109400,61033.15
60765,109409,61038.15
60770,109418,61043.15
60775,109427,61048.15
60780,109436,61053.15
60785,109445,61058.15
60790,109454,61063.15
60795,109463,61068.15
60800,109472,61073.15
60805,109481,61078.15
60810,109490,61083.15
60815,109499,61088.15
60820,109508,61093.15
60825,109517,61098.15
60830,109526,61103.15
60835,109535,61108.15
60840,109544,61113.15
60845,109553,61118.15
60850,109562,61123.15
60855,109571,61128.15
60860,109580,61133.15
60865,109589,61138.15
60870,109598,61143.15
60875,109607,61148.15
60880,109616,61153.15
60885,109625,61158.15
60890,109634,61163.15
60895,109643,61168.15
60900,109652,61173.15
60905,109661,61178.15
60910,109670,61183.15
60915,109679,61188.15
60920,109688,61193.15
60925,109697,61198.15
60930,109706,61203.15
60935,109715,61208.15
60940,109724,61213.15
60945,109733,61218.15
60950,109742,61223.15
60955,109751,61228.15
60960,109760,61233.15
60965,109769,61238.15
60970,109778,61243.15
60975,109787,61248.15
60980,109796,61253.15
60985,109805,61258.15
60990,109814,61263.15
60995,109823,61268.15
61000,109832,61273.15
61005,109841,61278.15
61010,109850,61283.15
61015,109859,61288.15
61020,109868,61293.15
61025,109877,61298.15
61030,109886,61303.15
61035,109895,61308.15
61040,109904,61313.15
61045,109913,61318.15
61050,109922,61323.15
61055,109931,61328.15
61060,109940,61333.15
61065,109949,61338.15
61070,109958,61343.15
61075,109967,61348.15
61080,109976,61353.15
61085,109985,61358.15
61090,109994,61363.15
61095,110003,61368.15
61100,110012,61373.15
61105,110021,61378.15
61110,110030,61383.15
61115,110039,61388.15
61120,110048,61393.15
61125,110057,61398.15
61130,110066,61403.15
61135,110075,61408.15
61140,110084,61413.15
61145,110093,61418.15
61150,110102,61423.15
61155,110111,61428.15
61160,110120,61433.15
61165,110129,61438.15
61170,110138,61443.15
61175,110147,61448.15
61180,110156,61453.15
61185,110165,61458.15
61190,110174,61463.15
61195,110183,61468.15
61200,110192,61473.15
61205,110201,61478.15
61210,110210,61483.15
61215,110219,61488.15
61220,110228,61493.15
61225,110237,61498.15
61230,110246,61503.15
61235,110255,61508.15
61240,110264,61513.15
61245,110273,61518.15
61250,110282,61523.15
61255,110291,61528.15
61260,110300,61533.15
61265,110309,61538.15
61270,110318,61543.15
61275,110327,61548.15
61280,110336,61553.15
61285,110345,61558.15
61290,110354,61563.15
61295,110363,61568.15
61300,110372,61573.15
61305,110381,61578.15
61310,110390,61583.15
61315,110399,61588.15
61320,110408,61593.15
61325,110417,61598.15
61330,110426,61603.15
61335,110435,61608.15
61340,110444,61613.15
61345,110453,61618.15
61350,110462,61623.15
61355,110471,61628.15
61360,110480,61633.15
61365,110489,61638.15
61370,110498,61643.15
61375,110507,61648.15
61380,110516,61653.15
61385,110525,61658.15
61390,110534,61663.15
61395,110543,61668.15
61400,110552,61673.15
61405,110561,61678.15
61410,110570,61683.15
61415,110579,61688.15
61420,110588,61693.15
61425,110597,61698.15
61430,110606,61703.15
61435,110615,61708.15
61440,110624,61713.15
61445,110633,61718.15
61450,110642,61723.15
61455,110651,61728.15
61460,110660,61733.15
61465,110669,61738.15
61470,110678,61743.15
61475,110687,61748.15
61480,110696,61753.15
61485,110705,61758.15
61490,110714,61763.15
61495,110723,61768.15
61500,110732,61773.15
61505,110741,61778.15
61510,110750,61783.15
61515,110759,61788.15
61520,110768,61793.15
61525,110777,61798.15
61530,110786,61803.15
61535,110795,61808.15
61540,110804,61813.15
61545,110813,61818.15
61550,110822,61823.15
61555,110831,61828.15
61560,110840,61833.15
61565,110849,61838.15
61570,110858,61843.15
61575,110867,61848.15
61580,110876,61853.15
61585,110885,61858.15
61590,110894,61863.15
61595,110903,61868.15
61600,110912,61873.15
61605,110921,61878.15
61610,110930,61883.15
61615,110939,61888.15
61620,110948,61893.15
61625,110957,61898.15
61630,110966,61903.15
61635,110975,61908.15
61640,110984,61913.15
61645,110993,61918.15
61650,111002,61923.15
61655,111011,61928.15
61660,111020,61933.15
61665,111029,61938.15
61670,111038,61943.15
61675,111047,61948.15
61680,111056,61953.15
61685,111065,61958.15
61690,111074,61963.15
61695,111083,61968.15
61700,111092,61973.15
61705,111101,61978.15
61710,111110,61983.15
61715,111119,61988.15
61720,111128,61993.15
61725,111137,61998.15
61730,111146,62003.15
61735,111155,62008.15
61740,111164,62013.15
61745,111173,62018.15
61750,111182,62023.15
61755,111191,62028.15
61760,111200,62033.15
61765,111209,62038.15
61770,111218,62043.15
61775,111227,62048.15
61780,111236,62053.15
61785,111245,62058.15
61790,111254,62063.15
61795,111263,62068.15
61800,111272,62073.15
61805,111281,62078.15
61810,111290,62083.15
61815,111299,62088.15
61820,111308,62093.15
61825,111317,62098.15
61830,111326,62103.15
61835,111335,62108.15
61840,111344,62113.15
61845,111353,62118.15
61850,111362,62123.15
61855,111371,62128.15
61860,111380,62133.15
61865,111389,62138.15
61870,111398,62143.15
61875,111407,62148.15
61880,111416,62153.15
61885,111425,62158.15
61890,111434,62163.15
61895,111443,62168.15
61900,111452,62173.15
61905,111461,62178.15
61910,111470,62183.15
61915,111479,62188.15
61920,111488,62193.15
61925,111497,62198.15
61930,111506,62203.15
61935,111515,62208.15
61940,111524,62213.15
61945,111533,62218.15
61950,111542,62223.15
61955,111551,62228.15
61960,111560,62233.15
61965,111569,62238.15
61970,111578,62243.15
61975,111587,62248.15
61980,111596,62253.15
61985,111605,62258.15
61990,111614,62263.15
61995,111623,62268.15
62000,111632,62273.15
62005,111641,62278.15
62010,111650,62283.15
62015,111659,62288.15
62020,111668,62293.15
62025,111677,62298.15
62030,111686,62303.15
62035,111695,62308.15
62040,111704,62313.15
62045,111713,62318.15
62050,111722,62323.15
62055,111731,62328.15
62060,111740,62333.15
62065,111749,62338.15
62070,111758,62343.15
62075,111767,62348.15
62080,111776,62353.15
62085,111785,62358.15
62090,111794,62363.15
62095,111803,62368.15
62100,111812,62373.15
62105,111821,62378.15
62110,111830,62383.15
62115,111839,62388.15
62120,111848,62393.15
62125,111857,62398.15
62130,111866,62403.15
62135,111875,62408.15
62140,111884,62413.15
62145,111893,62418.15
62150,111902,62423.15
62155,111911,62428.15
62160,111920,62433.15
62165,111929,62438.15
62170,111938,62443.15
62175,111947,62448.15
62180,111956,62453.15
62185,111965,62458.15
62190,111974,62463.15
62195,111983,62468.15
62200,111992,62473.15
62205,112001,62478.15
62210,112010,62483.15
62215,112019,62488.15
62220,112028,62493.15
62225,112037,62498.15
62230,112046,62503.15
62235,112055,62508.15
62240,112064,62513.15
62245,112073,62518.15
62250,112082,62523.15
62255,112091,62528.15
62260,112100,62533.15
62265,112109,62538.15
62270,112118,62543.15
62275,112127,62548.15
62280,112136,62553.15
62285,112145,62558.15
62290,112154,62563.15
62295,112163,62568.15
62300,112172,62573.15
62305,112181,62578.15
62310,112190,62583.15
62315,112199,62588.15
62320,112208,62593.15
62325,112217,62598.15
62330,112226,62603.15
62335,112235,62608.15
62340,112244,62613.15
62345,112253,62618.15
62350,112262,62623.15
62355,112271,62628.15
62360,112280,62633.15
62365,112289,62638.15
62370,112298,62643.15
62375,112307,62648.15
62380,112316,62653.15
62385,112325,62658.15
62390,112334,62663.15
62395,112343,62668.15
62400,112352,62673.15
62405,112361,62678.15
62410,112370,62683.15
62415,112379,62688.15
62420,112388,62693.15
62425,112397,62698.15
62430,112406,62703.15
62435,112415,62708.15
62440,112424,62713.15
62445,112433,62718.15
62450,112442,62723.15
62455,112451,62728.15
62460,112460,62733.15
62465,112469,62738.15
62470,112478,62743.15
62475,112487,62748.15
62480,112496,62753.15
62485,112505,62758.15
62490,112514,62763.15
62495,112523,62768.15
62500,112532,62773.15
62505,112541,62778.15
62510,112550,62783.15
62515,112559,62788.15
62520,112568,62793.15
62525,112577,62798.15
62530,112586,62803.15
62535,112595,62808.15
62540,112604,62813.15
62545,112613,62818.15
62550,112622,62823.15
62555,112631,62828.15
62560,112640,62833.15
62565,112649,62838.15
62570,112658,62843.15
62575,112667,62848.15
62580,112676,62853.15
62585,112685,62858.15
62590,112694,62863.15
62595,112703,62868.15
62600,112712,62873.15
62605,112721,62878.15
62610,112730,62883.15
62615,112739,62888.15
62620,112748,62893.15
62625,112757,62898.15
62630,112766,62903.15
62635,112775,62908.15
62640,112784,62913.15
62645,112793,62918.15
62650,112802,62923.15
62655,112811,62928.15
62660,112820,62933.15
62665,112829,62938.15
62670,112838,62943.15
62675,112847,62948.15
62680,112856,62953.15
62685,112865,62958.15
62690,112874,62963.15
62695,112883,62968.15
62700,112892,62973.15
62705,112901,62978.15
62710,112910,62983.15
62715,112919,62988.15
62720,112928,62993.15
62725,112937,62998.15
62730,112946,63003.15
62735,112955,63008.15
62740,112964,63013.15
62745,112973,63018.15
62750,112982,63023.15
62755,112991,63028.15
62760,113000,63033.15
62765,113009,63038.15
62770,113018,63043.15
62775,113027,63048.15
62780,113036,63053.15
62785,113045,63058.15
62790,113054,63063.15
62795,113063,63068.15
62800,113072,63073.15
62805,113081,63078.15
62810,113090,63083.15
62815,113099,63088.15
62820,113108,63093.15
62825,113117,63098.15
62830,113126,63103.15
62835,113135,63108.15
62840,113144,63113.15
62845,113153,63118.15
62850,113162,63123.15
62855,113171,63128.15
62860,113180,63133.15
62865,113189,63138.15
62870,113198,63143.15
62875,113207,63148.15
62880,113216,63153.15
62885,113225,63158.15
62890,113234,63163.15
62895,113243,63168.15
62900,113252,63173.15
62905,113261,63178.15
62910,113270,63183.15
62915,113279,63188.15
62920,113288,63193.15
62925,113297,63198.15
62930,113306,63203.15
62935,113315,63208.15
62940,113324,63213.15
62945,113333,63218.15
62950,113342,63223.15
62955,113351,63228.15
62960,113360,63233.15
62965,113369,63238.15
62970,113378,63243.15
62975,113387,63248.15
62980,113396,63253.15
62985,113405,63258.15
62990,113414,63263.15
62995,113423,63268.15
63000,113432,63273.15
63005,113441,63278.15
63010,113450,63283.15
63015,113459,63288.15
63020,113468,63293.15
63025,113477,63298.15
63030,113486,63303.15
63035,113495,63308.15
63040,113504,63313.15
63045,113513,63318.15
63050,113522,63323.15
63055,113531,63328.15
63060,113540,63333.15
63065,113549,63338.15
63070,113558,63343.15
63075,113567,63348.15
63080,113576,63353.15
63085,113585,63358.15
63090,113594,63363.15
63095,113603,63368.15
63100,113612,63373.15
63105,113621,63378.15
63110,113630,63383.15
63115,113639,63388.15
63120,113648,63393.15
63125,113657,63398.15
63130,113666,63403.15
63135,113675,63408.15
63140,113684,63413.15
63145,113693,63418.15
63150,113702,63423.15
63155,113711,63428.15
63160,113720,63433.15
63165,113729,63438.15
63170,113738,63443.15
63175,113747,63448.15
63180,113756,63453.15
63185,113765,63458.15
63190,113774,63463.15
63195,113783,63468.15
63200,113792,63473.15
63205,113801,63478.15
63210,113810,63483.15
63215,113819,63488.15
63220,113828,63493.15
63225,113837,63498.15
63230,113846,63503.15
63235,113855,63508.15
63240,113864,63513.15
63245,113873,63518.15
63250,113882,63523.15
63255,113891,63528.15
63260,113900,63533.15
63265,113909,63538.15
63270,113918,63543.15
63275,113927,63548.15
63280,113936,63553.15
63285,113945,63558.15
63290,113954,63563.15
63295,113963,63568.15
63300,113972,63573.15
63305,113981,63578.15
63310,113990,63583.15
63315,113999,63588.15
63320,114008,63593.15
63325,114017,63598.15
63330,114026,63603.15
63335,114035,63608.15
63340,114044,63613.15
63345,114053,63618.15
63350,114062,63623.15
63355,114071,63628.15
63360,114080,63633.15
63365,114089,63638.15
63370,114098,63643.15
63375,114107,63648.15
63380,114116,63653.15
63385,114125,63658.15
63390,114134,63663.15
63395,114143,63668.15
63400,114152,63673.15
63405,114161,63678.15
63410,114170,63683.15
63415,114179,63688.15
63420,114188,63693.15
63425,114197,63698.15
63430,114206,63703.15
63435,114215,63708.15
63440,114224,63713.15
63445,114233,63718.15
63450,114242,63723.15
63455,114251,63728.15
63460,114260,63733.15
63465,114269,63738.15
63470,114278,63743.15
63475,114287,63748.15
63480,114296,63753.15
63485,114305,63758.15
63490,114314,63763.15
63495,114323,63768.15
63500,114332,63773.15
63505,114341,63778.15
63510,114350,63783.15
63515,114359,63788.15
63520,114368,63793.15
63525,114377,63798.15
63530,114386,63803.15
63535,114395,63808.15
63540,114404,63813.15
63545,114413,63818.15
63550,114422,63823.15
63555,114431,63828.15
63560,114440,63833.15
63565,114449,63838.15
63570,114458,63843.15
63575,114467,63848.15
63580,114476,63853.15
63585,114485,63858.15
63590,114494,63863.15
63595,114503,63868.15
63600,114512,63873.15
63605,114521,63878.15
63610,114530,63883.15
63615,114539,63888.15
63620,114548,63893.15
63625,114557,63898.15
63630,114566,63903.15
63635,114575,63908.15
63640,114584,63913.15
63645,114593,63918.15
63650,114602,63923.15
63655,114611,63928.15
63660,114620,63933.15
63665,114629,63938.15
63670,114638,63943.15
63675,114647,63948.15
63680,114656,63953.15
63685,114665,63958.15
63690,114674,63963.15
63695,114683,63968.15
63700,114692,63973.15
63705,114701,63978.15
