edad,trabajo,estado_civil ,educacion,total_hijos,credito_sin_pago,prestamo_vivienda,prestamo_personal,valor_prestamo,dias_ultimo_pago,tarjetas_credito,contacto,mes,dia_semana,duracion_ultimo_contacto,dias_ultimo_contacto,anterior_contacto,numero_empleados,si_no
43,2,1,2,2,0,1,0,295302,0,4,2,5,44,609,34,0,1015,0
39,1,1,7,7,0,0,0,0,0,5,2,6,11,69,0,0,289,0
50,10,1,5,6,0,1,0,310070,0,1,2,11,44,75,54,1,1457,0
36,11,1,8,0,-1,0,0,0,0,4,1,9,33,344,0,1,915,1
32,1,3,7,6,0,0,0,0,0,0,1,8,22,225,0,0,1716,0
34,1,1,5,5,0,1,1,58929,0,2,2,5,44,186,23,0,1664,0
35,10,1,4,1,0,1,0,339316,0,5,2,5,33,67,72,1,1185,0
41,2,2,3,2,-1,1,0,136464,0,0,1,5,55,140,85,0,1345,0
46,10,1,4,3,0,0,0,0,0,3,2,5,11,290,0,0,1305,0
59,1,1,5,0,0,1,0,460297,0,1,1,7,33,286,45,0,84,0
41,8,1,5,4,-1,1,0,98088,0,4,2,5,22,171,50,0,589,0
52,3,1,2,3,0,0,0,0,0,1,1,11,22,173,0,0,1305,0
45,8,1,5,2,-1,1,0,112582,0,4,1,5,55,250,72,0,1796,0
34,10,3,8,0,0,1,0,305049,0,0,2,7,44,190,17,0,1715,0
35,5,1,7,6,0,-1,-1,0,0,1,1,8,33,233,0,0,1686,0
33,10,1,7,2,0,1,0,388075,0,2,1,7,44,258,20,0,568,0
43,11,1,7,4,-1,1,0,442646,0,1,2,5,22,424,65,0,833,0
39,1,1,7,2,0,0,0,0,0,3,1,4,33,94,0,0,571,1
59,11,1,4,7,0,1,0,277833,0,3,1,8,55,378,67,1,503,0
43,10,3,4,6,0,1,0,469237,0,5,1,7,44,87,85,0,602,0
53,1,1,6,2,0,0,0,0,0,4,2,5,11,189,0,0,710,0
36,1,2,7,2,0,1,1,364119,0,2,2,7,44,18,23,0,648,0
46,3,1,7,8,-1,0,0,0,0,5,2,5,33,433,0,0,316,0
37,2,1,2,3,0,1,0,313245,0,2,2,6,33,140,57,0,1043,0
41,1,3,7,3,0,0,0,0,0,4,2,11,44,233,0,1,293,0
43,5,1,5,1,0,1,0,345908,0,3,2,6,22,583,4,0,141,0
43,2,3,6,4,0,0,0,0,0,1,1,7,22,108,0,0,754,0
31,1,2,7,3,0,1,0,179852,0,3,2,10,22,125,45,0,918,1
29,1,1,7,5,0,0,0,0,0,5,1,8,44,108,0,0,1881,0
43,5,1,7,5,-1,1,1,241273,0,2,1,7,11,746,66,0,805,0
40,2,1,8,6,0,0,0,0,0,5,2,6,44,100,0,0,1990,0
52,5,1,4,0,0,0,0,0,0,3,1,7,33,222,0,0,555,0
45,11,1,7,2,0,0,0,0,0,1,2,5,55,191,0,0,1259,0
35,8,1,5,7,0,0,0,0,0,4,1,4,55,280,0,1,1641,0
47,10,2,4,2,0,1,0,358889,0,4,1,7,11,365,89,0,112,1
44,10,1,4,1,-1,0,0,0,0,3,2,5,55,119,0,0,397,0
31,8,2,5,5,0,1,0,488230,0,3,2,6,33,89,63,0,1879,0
48,2,1,2,2,0,1,0,265165,0,3,2,6,55,493,34,0,1541,0
57,1,1,7,8,-1,0,0,0,0,1,1,7,33,35,0,0,1156,0
44,2,3,6,8,0,0,0,0,0,0,2,7,33,161,0,0,993,0
48,2,1,6,5,0,1,0,319108,0,1,2,5,11,529,72,0,1699,0
28,1,2,7,1,0,0,0,0,0,0,1,5,11,192,0,1,959,0
58,4,1,2,3,-1,1,0,194276,0,0,1,8,11,328,6,0,1718,0
28,2,1,4,6,-1,1,0,387140,0,5,1,5,33,573,85,1,1830,0
45,10,1,7,2,0,0,0,0,0,2,1,11,33,221,0,1,987,0
54,1,1,7,4,0,0,0,0,0,3,1,6,33,77,0,0,1252,0
54,5,2,6,5,0,1,0,410735,0,1,2,5,11,224,38,0,1451,0
38,10,2,4,5,0,1,0,98634,0,0,1,7,44,72,4,0,1594,0
47,1,1,4,7,0,0,0,0,0,3,1,7,44,458,0,0,1923,0
24,2,2,6,7,0,0,0,0,0,2,2,5,55,7,0,1,215,0
39,5,1,7,3,0,1,0,237172,0,5,2,6,11,23,13,0,1430,0
51,3,1,4,0,-1,0,0,0,0,4,1,5,11,256,0,0,1062,0
39,1,1,7,1,0,1,1,25632,0,4,1,7,44,604,11,0,994,0
31,10,2,7,8,0,0,0,0,0,3,1,5,11,629,0,1,375,1
47,8,3,5,4,0,1,0,238660,0,0,1,5,11,953,51,0,505,0
39,1,2,5,3,0,0,0,0,0,2,2,6,44,290,0,0,731,0
33,10,2,5,0,0,0,0,0,0,3,1,4,55,124,0,0,5,0
55,5,1,2,1,0,1,1,445692,0,0,1,5,33,1108,14,0,1707,0
29,10,3,5,6,0,1,0,398948,0,5,1,7,33,128,24,0,1015,0
45,11,3,2,8,0,0,1,496571,0,4,2,8,33,416,13,0,1601,0
30,10,2,5,3,-1,0,0,0,0,5,1,8,11,339,0,0,1016,0
37,10,2,7,5,0,1,0,25253,0,4,1,8,44,210,14,0,898,0
53,1,1,4,8,0,1,0,368784,0,4,1,4,11,476,87,0,1127,0
59,7,1,7,5,0,0,0,0,0,1,1,5,22,137,0,0,1921,0
39,1,1,7,0,0,1,0,306666,0,2,1,5,55,894,86,1,336,0
34,1,1,7,0,0,0,0,0,0,3,1,11,33,134,0,3,876,0
41,10,2,5,2,0,1,0,69612,0,0,2,8,33,9,22,0,1545,0
31,11,2,5,4,0,0,0,0,0,3,1,5,44,339,0,0,1988,0
50,11,1,5,4,0,0,0,0,0,0,1,11,44,808,0,0,1535,0
50,8,2,2,0,0,1,0,478649,0,3,2,5,22,98,30,0,838,0
28,2,1,2,2,0,0,0,0,0,0,1,5,11,505,0,0,1316,0
42,1,1,5,0,-1,1,0,72529,0,0,1,7,11,288,15,0,1201,0
32,2,1,2,0,0,0,0,0,0,3,2,5,55,201,0,0,445,0
47,10,1,4,1,0,1,0,473373,0,2,1,8,33,58,3,0,18,0
39,2,1,6,7,0,1,0,380493,0,5,1,9,55,293,36,1,927,1
32,1,1,5,5,0,1,0,202137,0,4,2,11,44,60,53,0,338,0
30,10,2,4,2,0,1,0,282209,0,3,2,5,33,343,55,0,95,0
30,8,1,5,8,0,0,0,0,0,4,1,11,22,200,0,1,1739,0
50,2,1,2,1,0,1,1,107519,0,1,1,5,11,197,89,0,1158,0
56,1,1,7,1,0,1,1,483105,0,3,1,7,55,383,42,0,903,0
43,2,1,3,6,-1,1,0,425445,0,2,1,4,11,353,82,0,1769,0
33,7,1,6,4,-1,1,0,207176,0,0,1,7,44,209,48,0,990,0
32,5,1,7,7,0,0,0,0,0,1,1,11,55,8,0,0,1778,0
34,10,1,4,0,0,1,1,398899,0,2,2,5,55,224,44,0,1429,0
33,5,2,7,8,0,0,0,0,0,3,2,5,55,136,0,0,85,0
41,11,1,6,1,0,1,0,134129,0,1,1,4,11,272,48,0,1832,0
58,2,1,3,8,-1,1,0,403525,0,3,1,7,44,306,87,0,1634,0
35,8,1,5,7,-1,0,0,0,0,5,2,5,44,267,0,0,298,0
57,2,1,5,1,-1,0,0,0,0,0,1,7,55,558,0,0,297,1
36,1,1,5,1,0,0,0,0,0,4,2,5,11,211,0,0,1910,0
50,2,1,6,0,-1,0,0,0,0,5,2,5,11,463,0,0,688,0
48,2,1,6,3,0,1,0,273966,0,1,2,6,33,103,88,0,1440,0
31,1,1,5,7,0,1,1,319468,0,3,1,5,11,12,11,0,1866,0
32,1,2,6,7,0,1,0,321100,0,5,1,7,44,77,54,0,72,0
51,2,1,6,7,-1,0,0,0,0,4,2,5,55,204,0,0,746,0
39,1,1,7,6,0,0,0,0,0,1,2,6,11,135,0,0,216,0
38,2,1,3,1,-1,0,0,0,0,1,2,6,44,71,0,0,670,0
40,2,1,2,3,-1,0,0,0,0,0,2,5,44,144,0,0,25,0
38,10,1,7,7,0,1,0,145821,0,5,2,5,44,770,65,0,1375,0
43,11,3,6,1,0,0,0,0,0,1,1,7,11,117,0,0,1565,0
49,3,1,7,0,0,0,0,0,0,3,1,7,22,114,0,0,494,0
44,10,1,3,5,-1,1,0,482662,0,0,2,6,11,160,53,0,1165,0
24,9,2,8,7,0,1,1,465187,0,5,2,9,33,663,9,1,713,0
39,1,2,5,5,0,1,0,180344,0,0,1,10,55,132,62,0,1434,0
56,5,3,7,8,-1,0,0,0,0,5,1,7,44,245,0,0,748,0
48,1,3,7,8,0,0,0,0,0,3,1,5,22,53,0,0,805,0
44,3,2,7,8,0,1,0,235676,0,3,1,5,55,210,70,0,1863,0
33,1,2,4,1,0,0,0,0,0,2,2,6,44,104,0,0,1500,0
23,9,2,5,8,0,1,0,87801,0,3,1,8,55,136,85,3,787,0
30,1,1,7,4,0,0,0,0,0,0,1,4,33,520,0,1,1752,0
55,2,3,2,3,-1,1,1,490013,0,3,1,5,11,163,47,1,743,0
64,1,1,5,2,0,1,0,210399,0,1,1,10,55,427,20,1,173,1
37,11,2,7,4,0,0,0,0,0,1,1,6,55,249,0,0,637,0
44,10,1,5,2,-1,1,0,394525,0,2,2,5,33,139,85,0,1364,0
35,10,1,4,7,0,1,1,414860,0,4,2,5,22,207,62,0,627,0
31,2,1,3,4,0,1,0,26338,0,3,1,7,55,119,19,0,814,0
79,6,1,5,8,0,-1,-1,0,0,0,1,6,22,61,0,1,486,0
42,2,1,2,5,0,0,0,0,0,1,2,5,22,256,0,0,1972,0
25,5,2,7,1,0,1,0,57524,0,5,1,5,11,362,0,0,241,0
48,1,3,5,4,0,0,0,0,0,2,2,5,22,62,0,0,925,0
36,1,1,7,2,-1,0,0,0,0,2,1,7,44,674,0,0,516,0
32,1,2,4,3,0,1,0,169699,0,4,2,5,11,16,11,0,921,0
32,2,1,3,5,0,0,0,0,0,1,2,6,55,642,0,0,409,1
34,1,1,5,0,0,1,0,24741,0,1,1,7,11,38,62,0,462,0
34,10,2,4,8,0,0,0,0,0,4,1,8,33,211,0,0,1894,1
31,10,1,4,2,0,1,0,288148,0,2,1,8,44,104,60,0,731,0
44,1,1,5,4,0,0,0,0,0,2,2,5,55,465,0,0,1582,0
28,3,2,4,0,0,1,0,355078,0,1,1,5,11,240,12,0,1829,0
49,8,3,3,4,-1,0,0,0,0,3,2,7,55,744,0,0,1095,0
43,10,1,8,4,-1,1,1,181188,0,0,2,5,11,325,61,0,222,0
47,5,3,7,5,0,1,1,146800,0,2,2,6,11,83,33,0,698,0
32,10,2,7,5,0,1,0,231445,0,2,1,8,33,158,87,0,1037,0
31,10,2,4,2,0,0,0,0,0,3,1,7,44,200,0,0,1534,0
34,1,1,7,4,0,1,0,496301,0,1,1,5,11,186,60,1,1853,0
35,5,3,7,2,0,0,0,0,0,3,1,12,11,473,0,1,573,1
42,3,1,2,5,-1,0,0,0,0,0,1,5,11,120,0,1,603,0
42,10,3,4,2,0,1,1,291758,0,5,1,8,22,158,1,0,1770,0
34,1,2,7,1,0,0,0,0,0,2,1,7,22,98,0,0,186,0
60,2,1,2,6,0,1,0,66911,0,1,1,8,44,187,70,0,745,0
38,10,1,7,1,0,0,0,0,0,3,1,11,44,204,0,0,676,0
49,2,1,2,8,-1,1,1,393851,0,4,2,5,55,35,66,0,1503,0
44,8,3,5,3,0,1,0,262205,0,0,1,7,11,158,45,0,843,0
43,10,3,5,6,0,1,1,390103,0,4,1,7,11,200,60,0,462,0
37,10,1,3,3,0,1,0,400623,0,0,2,6,55,27,69,0,870,0
32,3,1,5,1,0,1,0,212492,0,1,1,11,44,356,57,0,1032,0
33,10,1,4,2,0,0,0,0,0,2,1,5,11,453,0,0,127,0
37,1,1,7,2,0,1,0,492851,0,1,1,6,22,80,72,1,1671,0
33,3,1,7,8,0,0,0,0,0,3,1,8,33,83,0,0,1092,0
60,1,3,5,5,0,1,0,51987,0,0,1,7,55,144,7,0,474,0
44,7,3,5,4,0,1,0,96553,0,2,2,6,55,1041,78,0,140,0
48,1,1,7,5,0,0,0,0,0,2,1,11,55,66,0,0,1059,0
41,1,2,5,0,0,1,0,417905,0,1,1,5,55,333,90,1,1805,0
25,10,2,6,5,0,1,0,443464,0,1,1,6,55,103,88,0,1557,1
36,1,2,7,4,-1,1,1,167806,0,5,1,8,11,134,35,0,1111,0
34,1,1,7,1,0,1,0,278292,0,5,2,6,55,22,22,0,958,0
44,10,1,7,5,0,0,0,0,0,0,1,8,44,214,0,0,1244,0
43,10,3,7,8,0,1,0,62158,0,4,1,11,33,342,25,0,520,0
31,1,1,4,1,0,1,1,469420,0,4,1,5,44,291,32,0,205,1
50,1,1,3,0,0,0,0,0,0,2,2,5,55,66,0,0,1124,0
32,1,1,7,5,0,1,0,383694,0,0,1,8,55,79,14,0,289,0
34,3,1,2,8,0,1,0,386018,0,0,2,6,33,250,29,0,370,0
35,1,3,7,0,0,1,0,383463,0,2,1,7,22,826,61,0,39,0
42,2,1,2,0,0,0,0,0,0,1,1,5,33,151,0,0,1828,0
58,6,1,4,7,0,1,0,293854,0,0,1,7,55,96,31,0,892,0
52,10,3,5,7,0,1,0,498737,0,3,1,8,44,101,90,0,1833,0
49,11,1,7,0,0,1,1,270911,0,0,2,5,44,272,53,0,1064,0
41,10,1,7,1,0,1,0,382743,0,5,1,8,11,101,43,0,237,0
40,5,1,8,1,0,0,0,0,0,3,2,5,55,97,0,0,1982,0
31,1,2,5,5,0,1,0,258099,0,5,2,12,11,36,30,0,926,0
24,1,1,8,4,0,1,0,203297,0,2,1,7,33,165,67,0,383,0
37,2,1,6,3,-1,1,1,432836,0,1,2,7,55,31,46,0,1700,0
33,8,2,5,4,0,0,0,0,0,2,2,5,55,326,0,0,1311,0
36,3,1,6,1,0,0,0,0,0,4,1,4,55,299,0,0,1675,0
33,1,1,7,2,0,0,0,0,0,2,1,4,33,441,0,0,1663,1
39,1,1,7,2,0,1,0,381760,0,4,1,5,55,45,26,0,145,0
29,1,1,7,2,0,0,0,0,0,2,1,8,11,63,0,0,77,0
35,10,1,5,0,0,-1,-1,0,0,3,1,8,55,61,0,0,459,0
53,1,2,4,1,0,0,0,0,0,4,2,5,11,179,0,0,624,0
38,1,1,7,1,0,0,0,0,0,4,1,8,33,898,0,0,1727,0
48,2,1,6,5,-1,0,0,0,0,1,1,8,33,627,0,0,1325,1
33,10,2,4,4,0,1,0,297318,0,2,1,5,22,377,59,1,1926,0
33,8,1,5,1,0,1,0,471014,0,2,1,5,55,521,6,0,1831,0
51,8,3,2,0,-1,1,0,68324,0,5,2,5,44,95,65,0,1969,0
40,2,1,8,3,-1,1,0,225033,0,5,2,6,11,69,12,0,1435,0
36,5,1,6,5,0,0,0,0,0,2,1,5,33,50,0,1,813,0
48,2,1,3,7,0,1,0,244839,0,0,1,5,22,862,79,0,1644,1
47,3,2,7,2,-1,1,0,396256,0,5,2,6,11,42,85,0,922,0
50,1,1,5,5,-1,1,0,228006,0,3,2,5,55,317,70,0,1619,0
36,9,2,6,7,0,1,0,26773,0,1,2,6,22,771,35,0,516,0
46,3,3,5,4,0,1,0,218555,0,5,1,11,44,88,84,0,1803,0
49,2,1,2,0,-1,0,0,0,0,1,2,5,33,432,0,0,1540,0
49,5,1,7,7,0,1,1,284422,0,2,1,11,11,308,48,0,1556,0
57,6,1,3,1,0,0,0,0,0,5,1,5,22,148,0,1,256,0
55,8,3,5,8,-1,1,1,106512,0,4,1,7,22,47,66,0,493,0
27,5,2,7,3,0,0,1,16752,0,4,2,5,33,413,79,0,1124,0
46,2,1,2,8,-1,0,0,0,0,2,1,7,22,166,0,0,1435,0
44,2,2,6,0,0,1,0,123760,0,5,2,7,22,1127,79,0,180,1
45,1,2,5,3,-1,-1,-1,0,0,5,1,5,22,7,0,0,648,0
31,2,3,6,0,-1,1,0,168109,0,4,1,7,33,336,73,0,175,0
51,2,1,2,8,-1,0,0,0,0,2,2,5,11,172,0,0,1246,0
49,5,1,7,3,0,1,0,437048,0,4,1,7,11,184,49,0,262,0
29,1,2,7,8,0,1,0,362781,0,4,1,7,33,156,44,0,1695,0
41,8,1,5,7,0,0,0,0,0,0,1,5,44,116,0,1,658,0
58,4,1,2,2,0,1,0,107048,0,4,1,7,33,638,47,0,223,0
38,10,2,4,1,0,1,0,451716,0,0,2,5,22,94,86,0,20,0
43,10,1,4,2,0,1,1,49133,0,4,1,11,44,47,46,0,305,0
34,5,2,7,0,0,0,1,53230,0,4,1,5,33,136,36,0,1922,0
31,1,2,7,7,0,1,0,370806,0,1,1,11,22,84,53,0,249,0
32,1,2,7,3,0,1,0,81746,0,3,1,8,22,96,42,0,599,0
44,5,1,6,0,0,0,0,0,0,3,1,5,22,296,0,0,1608,0
59,2,1,6,4,0,0,0,0,0,4,1,4,44,332,0,1,838,0
45,3,1,7,8,-1,0,0,0,0,2,2,6,55,13,0,0,725,0
43,1,1,7,4,0,1,0,261887,0,3,1,6,22,91,34,0,861,0
37,10,2,7,1,0,1,0,62758,0,1,1,4,11,6,15,0,1818,0
36,2,2,6,1,0,0,1,312197,0,2,2,5,44,465,53,0,1262,0
36,5,1,7,6,0,0,0,0,0,1,1,11,33,226,0,0,1607,0
28,10,2,4,8,0,1,0,173366,0,1,2,5,11,296,2,1,1467,0
56,1,1,7,6,0,0,0,0,0,1,1,8,33,552,0,0,339,1
47,1,1,5,5,0,0,0,0,0,2,2,5,55,189,0,0,1491,0
48,1,2,7,5,0,0,0,0,0,0,1,11,22,148,0,1,1892,0
42,5,2,7,5,0,0,0,0,0,0,1,10,11,146,0,0,1842,1
32,1,3,5,1,0,1,0,120811,0,4,1,7,11,422,28,0,810,0
35,1,1,5,4,-1,0,0,0,0,0,2,7,55,189,0,0,1425,0
42,2,1,3,8,-1,0,0,0,0,5,2,5,55,108,0,0,694,0
38,2,1,3,8,-1,0,1,451215,0,2,2,6,33,82,20,0,1067,0
42,1,2,8,0,0,0,0,0,0,3,2,5,44,633,0,0,351,0
40,11,1,4,1,0,1,0,444115,0,1,1,9,55,155,65,0,452,0
41,10,1,7,7,0,-1,-1,0,0,2,2,6,44,131,0,0,941,0
59,6,2,5,4,0,0,0,0,0,0,2,6,22,193,0,0,1466,0
46,1,3,7,6,0,0,0,0,0,5,1,11,44,60,0,0,915,0
32,8,1,5,3,0,-1,-1,0,0,2,1,6,22,172,0,1,232,0
33,2,2,3,2,-1,0,0,0,0,1,1,5,33,163,0,0,589,0
53,5,1,8,4,0,1,1,156497,0,1,2,7,22,465,51,0,502,0
36,10,1,4,7,0,1,0,383185,0,1,1,5,44,191,56,1,276,0
31,10,1,7,8,0,0,0,0,0,1,1,8,44,56,0,0,1435,0
34,2,1,5,2,0,0,0,0,0,2,2,6,33,18,0,0,1481,0
71,2,3,2,8,-1,0,0,0,0,0,1,8,44,224,0,0,155,0
25,2,2,6,4,0,0,1,476614,0,0,1,7,55,667,48,0,1457,1
39,2,1,6,0,-1,1,0,398150,0,0,1,11,44,124,15,0,711,0
27,3,1,7,1,0,1,0,265048,0,4,1,5,11,207,1,1,318,0
22,2,2,6,8,0,1,0,431281,0,4,2,7,11,110,64,0,845,0
41,1,2,5,6,0,0,0,0,0,2,1,5,11,207,0,0,1238,0
60,6,1,7,3,0,0,0,0,0,5,1,9,44,799,0,0,731,1
39,1,1,5,8,0,1,0,39348,0,3,1,8,11,154,42,0,1652,0
80,6,3,2,6,0,1,1,291896,0,4,1,4,44,554,63,2,96,1
37,5,1,7,0,0,1,0,413422,0,3,2,5,33,189,7,0,1696,0
46,2,1,6,3,-1,0,0,0,0,1,1,4,11,63,0,0,408,0
30,10,1,4,6,0,1,1,344676,0,3,2,6,11,82,71,0,935,0
50,3,1,7,3,0,1,0,151668,0,2,1,7,11,1165,20,0,162,0
32,9,2,7,0,0,0,0,0,0,5,2,5,44,107,0,0,154,0
38,2,1,5,2,-1,1,0,128235,0,4,1,5,11,306,5,0,1840,0
23,10,2,4,4,0,-1,-1,0,0,3,1,5,55,14,0,0,1588,0
30,2,2,6,2,0,0,0,0,0,3,1,5,44,151,0,1,1604,0
31,2,2,5,0,0,0,0,0,0,3,1,7,11,42,0,0,1355,0
38,10,2,7,5,0,0,0,0,0,0,2,5,22,1015,0,0,523,1
51,5,1,7,7,0,1,0,478516,0,5,2,5,55,317,51,0,1004,0
37,1,1,5,5,0,1,0,259372,0,5,2,6,55,14,89,0,1443,0
54,1,1,7,7,0,0,0,0,0,2,2,5,33,388,0,0,726,0
28,2,1,3,4,0,0,0,0,0,3,1,5,11,200,0,0,59,0
36,7,2,7,0,0,0,0,0,0,5,1,10,55,480,0,0,1949,1
39,8,2,5,0,0,0,0,0,0,4,1,7,33,239,0,0,145,0
48,2,1,6,0,0,1,0,313284,0,1,1,5,22,268,31,3,1848,1
41,5,1,7,4,-1,0,0,0,0,4,2,5,22,174,0,0,672,0
37,1,3,7,4,0,1,0,47547,0,5,2,6,11,683,41,0,1921,0
57,2,1,6,3,0,1,0,79727,0,2,1,8,11,154,37,0,1897,0
49,4,1,4,2,0,1,0,455210,0,0,2,7,44,645,85,0,1564,0
41,2,1,6,7,0,1,0,441587,0,0,2,5,22,420,33,0,1755,0
32,1,1,5,6,0,1,0,94947,0,4,1,9,11,1298,64,0,1429,1
36,2,1,5,2,0,1,0,126334,0,4,2,6,55,178,73,0,62,0
35,2,1,2,6,-1,1,0,134011,0,0,1,5,55,196,26,0,125,0
51,1,1,7,0,0,0,0,0,0,0,2,7,11,172,0,0,1851,0
37,4,1,3,1,-1,0,0,0,0,5,1,5,33,322,0,1,590,0
45,4,3,2,7,-1,0,0,0,0,4,1,7,55,420,0,0,360,1
34,10,2,4,3,0,1,0,450668,0,2,1,5,11,240,66,0,429,0
46,10,3,7,7,0,0,0,0,0,2,1,7,55,147,0,0,911,0
31,1,2,7,1,0,1,1,231686,0,4,1,5,55,138,31,1,389,0
51,2,1,2,6,0,1,1,366422,0,4,2,5,11,387,39,0,1377,0
49,3,3,6,5,0,0,0,0,0,5,1,5,55,166,0,0,1201,0
36,8,1,5,3,0,1,0,333536,0,2,1,4,11,334,29,0,1612,0
26,7,1,7,5,0,0,0,0,0,1,2,5,44,13,0,0,811,0
59,5,1,7,8,-1,0,0,0,0,1,1,7,44,144,0,0,1002,0
31,8,1,5,1,-1,0,0,0,0,5,2,5,22,276,0,0,1334,0
27,2,2,5,6,0,1,0,115599,0,0,2,6,22,56,10,0,1933,0
43,5,1,3,3,-1,0,0,0,0,5,2,5,33,347,0,0,725,0
32,1,2,7,1,0,0,0,0,0,4,2,5,22,530,0,0,1443,0
56,1,1,2,1,-1,1,0,389240,0,4,1,7,44,105,65,0,838,0
39,1,3,5,2,0,0,0,0,0,4,2,7,11,210,0,0,462,0
28,1,1,5,0,0,1,0,287828,0,1,1,5,33,72,62,0,804,0
53,2,1,2,0,0,0,0,0,0,5,1,8,22,76,0,0,488,0
52,8,3,5,3,0,0,0,0,0,2,2,5,11,142,0,0,1994,0
52,7,3,7,4,0,1,0,407731,0,4,1,5,55,158,6,0,285,0
37,10,1,4,4,0,0,0,0,0,0,1,8,11,275,0,0,1189,0
39,10,1,4,6,0,1,0,493506,0,4,1,4,44,381,81,1,1298,1
50,8,1,8,4,0,1,0,134968,0,2,1,8,44,90,87,0,108,0
25,2,2,6,4,0,0,0,0,0,0,1,3,44,456,0,2,450,1
37,2,1,3,4,-1,0,0,0,0,0,1,7,33,99,0,0,1501,0
43,1,1,7,5,0,0,0,0,0,1,2,8,33,618,0,0,720,1
32,2,1,3,0,-1,1,0,317088,0,2,1,7,44,317,24,0,468,0
46,5,1,7,3,0,1,0,96078,0,3,2,6,44,234,12,0,1149,0
32,10,1,4,6,0,0,0,0,0,3,1,7,11,203,0,0,1899,0
42,2,1,4,8,0,1,0,222832,0,1,1,5,55,262,87,0,1151,0
56,1,3,3,5,0,1,0,362304,0,1,1,7,11,239,16,0,1489,0
76,6,1,4,4,-1,1,0,42239,0,1,1,6,22,352,82,1,1106,1
40,1,3,5,1,0,1,1,61423,0,0,1,7,11,52,25,0,1297,0
30,1,1,7,3,0,1,0,434678,0,2,1,8,22,387,90,0,74,0
92,6,1,8,1,0,1,0,234628,0,4,1,5,44,271,33,2,590,0
35,2,1,2,8,0,1,0,287463,0,1,1,7,11,181,46,0,1379,0
30,1,1,7,3,0,1,0,497618,0,1,2,7,33,717,19,0,1980,0
65,1,1,7,4,0,1,0,17899,0,2,1,10,44,120,59,0,37,0
39,8,1,5,3,-1,1,0,365779,0,5,1,7,33,671,52,0,758,0
38,8,1,5,1,0,0,0,0,0,1,1,7,44,857,0,0,1132,1
39,3,1,3,6,0,1,0,263519,0,4,1,9,22,265,1,1,1989,1
30,1,2,7,0,0,0,0,0,0,4,1,7,22,212,0,2,821,0
43,8,1,2,2,0,1,0,276710,0,1,1,11,11,92,38,0,667,0
49,5,1,5,2,0,0,0,0,0,5,1,11,33,582,0,0,1317,0
40,2,1,8,0,0,1,1,79487,0,3,2,5,11,155,29,0,909,0
34,8,3,5,7,0,1,0,115779,0,5,1,5,55,84,54,0,464,0
42,8,3,3,1,0,1,0,383042,0,2,2,5,44,1074,60,0,408,1
32,10,2,4,0,0,0,1,432302,0,3,1,8,55,82,44,0,544,0
39,1,1,7,6,-1,1,0,66787,0,4,1,8,33,117,36,0,1211,0
60,6,1,3,6,0,0,0,0,0,3,1,7,22,268,0,0,998,0
39,5,1,5,7,0,0,0,0,0,4,1,8,55,215,0,0,533,0
52,4,1,3,0,0,1,0,257605,0,3,1,8,22,1134,21,0,615,1
39,10,1,7,4,0,1,0,204299,0,3,1,6,11,713,26,0,678,1
36,10,1,5,0,0,0,0,0,0,1,1,11,22,255,0,0,1661,0
37,2,3,5,6,0,1,0,95854,0,3,1,5,44,217,87,0,441,0
33,2,1,6,4,0,0,1,110384,0,1,1,7,11,387,50,0,936,0
35,10,3,4,5,0,0,0,0,0,4,1,5,22,301,0,1,1608,0
24,10,2,4,7,0,1,0,464334,0,2,1,7,33,171,60,0,1663,0
33,1,1,7,6,0,0,0,0,0,4,1,8,22,75,0,0,434,0
36,1,2,7,0,0,0,0,0,0,0,2,5,55,147,0,0,108,0
29,1,2,7,6,0,0,0,0,0,1,1,7,44,6,0,0,51,0
37,10,1,4,4,0,0,1,314663,0,5,1,7,55,674,0,0,892,1
39,8,1,5,6,-1,1,0,394830,0,0,2,5,22,24,81,0,1940,0
35,2,1,3,0,0,0,0,0,0,5,2,5,33,404,0,0,761,0
51,2,1,6,1,0,1,0,381110,0,3,1,5,33,55,9,0,1328,0
38,1,1,5,6,-1,0,0,0,0,2,2,4,11,121,0,0,894,0
54,1,1,7,5,0,1,0,66863,0,4,1,8,44,201,87,0,525,0
29,10,1,4,3,0,0,0,0,0,1,2,5,33,125,0,0,979,0
30,2,1,2,7,-1,1,0,346285,0,1,2,6,55,83,19,0,1130,0
61,6,1,6,3,0,0,0,0,0,4,1,5,11,324,0,0,1666,0
32,9,2,8,8,0,1,0,246321,0,4,1,5,33,188,58,0,1417,1
48,2,1,2,5,-1,0,1,364968,0,2,1,11,55,103,63,1,1991,0
38,1,1,7,2,0,1,1,361435,0,1,1,8,55,62,29,0,63,0
33,4,1,6,5,0,0,0,0,0,3,1,7,22,860,0,0,32,1
54,10,1,4,1,0,0,1,394182,0,4,1,7,44,268,86,0,432,0
45,2,1,8,3,-1,0,0,0,0,2,2,6,33,503,0,0,293,0
26,10,2,4,3,0,-1,-1,0,0,4,1,7,33,578,0,0,87,1
33,2,1,6,1,-1,1,0,361933,0,5,1,5,44,449,55,0,1517,1
44,5,1,7,1,-1,1,0,155549,0,0,1,8,11,96,88,0,268,0
40,10,1,4,5,0,1,0,450848,0,0,1,8,33,609,51,0,721,1
26,5,2,7,1,0,1,0,100907,0,3,1,5,22,165,73,0,1522,0
